0,0,16481
0,1,15538
0,2,19000
0,3,15963
0,4,15760
0,5,17038
0,6,32149
0,7,18390
0,8,32019
0,9,19482
0,10,58741
0,11,19519
0,12,30167
0,13,19149
0,14,18390
0,15,69816
0,16,23112
0,17,20520
0,18,17631
0,19,27816
0,20,19039
0,21,14983
0,22,17557
0,23,29557
0,24,82075
0,25,15799
0,26,15687
0,27,14966
0,28,49890
0,29,23002
0,30,49132
0,31,40891
0,32,25150
0,33,19409
0,34,16261
0,35,14725
0,36,15022
0,37,16300
0,38,17818
0,39,16854
0,40,14410
0,41,17855
0,42,17299
0,43,18836
0,44,17114
0,45,16559
0,46,18356
0,47,34392
0,48,19929
0,49,22022
0,50,22596
0,51,17800
0,52,17059
0,53,35855
0,54,27392
0,55,16912
0,56,15986
0,57,21208
0,58,17356
0,59,16208
0,60,50726
0,61,43504
0,62,18097
0,63,17634
0,64,15394
0,65,14542
0,66,19005
0,67,35041
0,68,19042
0,69,15061
0,70,19209
0,71,18356
0,72,16245
0,73,16135
0,74,17283
0,75,15154
0,76,16579
0,77,18043
0,78,13228
0,79,14654
0,80,14950
0,81,17709
0,82,14413
0,83,16857
0,84,20302
0,85,18080
0,86,13099
0,87,16469
0,88,13784
0,89,18098
0,90,25858
0,91,16080
0,92,16432
0,93,14729
0,94,17859
0,95,16452
0,96,16063
0,97,18174
0,98,14951
0,99,13599
0,100,17081
0,101,14322
0,102,16082
0,103,14433
0,104,14007
0,105,17860
0,106,14471
0,107,13230
0,108,17249
0,109,20804
0,110,13452
0,111,16193
0,112,17545
0,113,14434
0,114,17304
0,115,18342
0,116,21582
0,117,30082
0,118,26526
0,119,23101
0,120,27656
0,121,20379
0,122,23601
0,123,23693
0,124,54619
0,125,23620
0,126,27213
0,127,22343
0,128,26713
0,129,21953
0,130,53287
0,131,22898
0,132,26138
0,133,23176
0,134,23102
0,135,23676
0,136,26084
0,137,28046
0,138,24954
0,139,25603
0,140,25806
0,141,27769
0,142,44898
0,143,31065
0,144,27139
0,145,25936
0,146,47121
0,147,29862
0,148,39862
0,149,26048
0,150,26325
0,151,28843
0,152,20418
0,153,21955
0,154,49973
0,155,28085
0,156,46233
0,157,23270
0,158,30196
0,159,28103
0,160,42419
0,161,33104
0,162,38844
0,163,32677
0,164,41937
0,165,25604
0,166,23123
0,167,35475
0,168,25530
0,169,21604
0,170,21623
0,171,42623
0,172,32771
0,173,23105
0,174,24216
0,175,24605
0,176,26938
0,177,21105
0,178,33919
0,179,35402
0,180,25716
0,181,23327
0,182,36216
0,183,23531
0,184,26142
0,185,25087
0,186,29884
0,187,27902
0,188,27439
